run_tag,lane,top1_mean,top1_min,top1_max,top5_mean,samples_per_hour_mean,samples_per_hour_min,samples_per_hour_max,seconds_per_sample_mean,speedup_vs_astra,claim_boundary,accuracy_preservation_ready,phase4_intake_ready,source_status,source_csv,final_run_tag,source_run_tag,source_quick_report_csv,original_source_status,evidence_basis,promotion_action
20260427_fuller_final_unreserved_datafig_rebuild,ASTRA,45.1815,45.0578,45.2978,69.6185,8660.5,8528.4,8733.1,0.41573,1.00,runtime_materialization_ready,false,true,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig6_phase4_runtime_accuracy_boundary.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,MESO,27.2096,27.0600,27.4022,49.0230,98857.1,35058.3,135011.5,0.05260,11.41,runtime_materialization_ready,false,true,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig6_phase4_runtime_accuracy_boundary.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,HOPS,27.1141,27.0600,27.1667,49.0111,124338.2,117845.4,130801.2,0.02901,14.36,runtime_materialization_ready,false,true,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig6_phase4_runtime_accuracy_boundary.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,DET,20.5533,20.4711,20.6200,39.9941,107827.7,103421.8,111462.3,0.03342,12.45,runtime_materialization_ready,false,true,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig6_phase4_runtime_accuracy_boundary.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,SPARSE,27.1985,27.1689,27.2533,49.2000,124788.0,122941.4,125717.0,0.02885,14.41,accuracy_preservation_claim_blocked,false,true,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig6_phase4_runtime_accuracy_boundary.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,FULLER,20.6459,20.4867,20.7356,40.1859,104853.9,104709.6,105073.8,0.03433,12.11,accuracy_preservation_claim_blocked,false,true,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig6_phase4_runtime_accuracy_boundary.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
