run_tag,experiment_id,mechanism_label,total_energy_mj,memory_move_mj,conversion_control_mj,optical_static_mj,raw_component_sum_mj,component_scale_factor,component_closure_status,source_status,compatibility_status,claim_boundary,notes,final_run_tag,source_run_tag,source_quick_report_csv,original_source_status,evidence_basis,promotion_action,source_csv
20260427_fuller_final_unreserved_datafig_rebuild,E0,ASTRA baseline,7144.908606068299,4068.3403410327014,14.309293841046118,3062.258971194551,9400.91560531311,0.7600226303521133,raw_overlap_scaled_to_total,carried_forward_current_basis_mechanism_promoted,current_basis_replaces_retained_context,current_phase4_basis_mechanism_runtime_evidence,"Visible stack is closed to energy_j; raw_component_sum_mj audits Phase1 diagnostic breakdown overlap, and optical_static_mj may include folded residual/system static.",20260427_fuller_final_unreserved_datafig_rebuild,20260426_fuller_phase4_mechanism_basis_rerun,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv,current_phase4_basis_phase1_rerun,current_basis_mechanism_empirical,carry_forward_current_basis_mechanism,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv
20260427_fuller_final_unreserved_datafig_rebuild,E1,MESO broadcast,7682.293352165305,4374.236365457722,15.466917728514604,3292.590068979067,9401.11560531311,0.8171682675430136,raw_overlap_scaled_to_total,carried_forward_current_basis_mechanism_promoted,current_basis_replaces_retained_context,current_phase4_basis_mechanism_runtime_evidence,"Visible stack is closed to energy_j; raw_component_sum_mj audits Phase1 diagnostic breakdown overlap, and optical_static_mj may include folded residual/system static.",20260427_fuller_final_unreserved_datafig_rebuild,20260426_fuller_phase4_mechanism_basis_rerun,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv,current_phase4_basis_phase1_rerun,current_basis_mechanism_empirical,carry_forward_current_basis_mechanism,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv
20260427_fuller_final_unreserved_datafig_rebuild,E2,HOPS scheduling,7683.024725044847,4374.745871977196,15.38699295401993,3292.8918601136315,9400.91560531311,0.8172634504561063,raw_overlap_scaled_to_total,carried_forward_current_basis_mechanism_promoted,current_basis_replaces_retained_context,current_phase4_basis_mechanism_runtime_evidence,"Visible stack is closed to energy_j; raw_component_sum_mj audits Phase1 diagnostic breakdown overlap, and optical_static_mj may include folded residual/system static.",20260427_fuller_final_unreserved_datafig_rebuild,20260426_fuller_phase4_mechanism_basis_rerun,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv,current_phase4_basis_phase1_rerun,current_basis_mechanism_empirical,carry_forward_current_basis_mechanism,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv
20260427_fuller_final_unreserved_datafig_rebuild,E3,DET early stop,3817.762439732642,1786.0401282801824,10.560942643456617,2021.161368809003,5800.790024097291,0.6581452567448786,raw_overlap_scaled_to_total,carried_forward_current_basis_mechanism_promoted,current_basis_replaces_retained_context,current_phase4_basis_det_tradeoff_evidence; not a positive preservation claim,"Visible stack is closed to energy_j; raw_component_sum_mj audits Phase1 diagnostic breakdown overlap, and optical_static_mj may include folded residual/system static.",20260427_fuller_final_unreserved_datafig_rebuild,20260426_fuller_phase4_mechanism_basis_rerun,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv,current_phase4_basis_phase1_rerun,current_basis_mechanism_empirical,carry_forward_current_basis_mechanism,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv
20260427_fuller_final_unreserved_datafig_rebuild,E4,SPARSE gating,5850.237434857222,3118.7736808331333,13.312815715551094,2718.150938308538,7694.308345400381,0.7603331153676035,raw_overlap_scaled_to_total,carried_forward_current_basis_mechanism_promoted,current_basis_replaces_retained_context,current_phase4_basis_accuracy_preservation_blocked; mechanism/runtime evidence only,"Visible stack is closed to energy_j; raw_component_sum_mj audits Phase1 diagnostic breakdown overlap, and optical_static_mj may include folded residual/system static.",20260427_fuller_final_unreserved_datafig_rebuild,20260426_fuller_phase4_mechanism_basis_rerun,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv,current_phase4_basis_phase1_rerun,current_basis_mechanism_empirical,carry_forward_current_basis_mechanism,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv
20260427_fuller_final_unreserved_datafig_rebuild,E6,FULLER integrated,2303.6862842399432,2095.8545575952517,15.49543935488945,192.33628728980182,2220.2627847819863,1.0,residual_folded_into_optical_static,carried_forward_current_basis_mechanism_promoted,current_basis_replaces_retained_context,current_phase4_basis_accuracy_preservation_blocked; mechanism/runtime evidence only,"Visible stack is closed to energy_j; raw_component_sum_mj audits Phase1 diagnostic breakdown overlap, and optical_static_mj may include folded residual/system static.",20260427_fuller_final_unreserved_datafig_rebuild,20260426_fuller_phase4_mechanism_basis_rerun,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv,current_phase4_basis_phase1_rerun,current_basis_mechanism_empirical,carry_forward_current_basis_mechanism,experiments/results/quick_reports/20260426_fuller_phase4_mechanism_basis_rerun/appf5_mechanism_energy_breakdown.csv
