run_tag,device_label,platform_class,host_name,device_model,device_display_name,device_name,latency_ms,energy_j,avg_power_w,throughput_images_s,comparison_boundary,evidence_tier,source_status,compatibility_status,notes,final_run_tag,source_run_tag,source_quick_report_csv,original_source_status,evidence_basis,promotion_action,source_csv
20260427_fuller_final_unreserved_datafig_rebuild,Apple M5 Pro CPU measured,CPU,jk6kGalaxyBook-Pro.local,Apple M5 Pro,Apple M5 Pro CPU,Apple M5 Pro CPU,117.28397006254454,0.455460023834048,3.8833953488372095,8.52631437584118,contextual_comparison_not_benchmark_equivalence,measured,carried_forward_contextual_device_boundary,compatible_device_context,Apple M5 Pro CPU and Apple M5 Pro GPU (MLX MPS) are measured host rows; MTL-FULLER is a modeled accelerator endpoint; not benchmark-equivalence evidence.,20260427_fuller_final_unreserved_datafig_rebuild,20260425_fuller_phase4_datafig_redesign_freeze,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/20260425_fuller_phase4_datafig_redesign_freeze/fig11_device_context.csv,appendix_context_retained,contextual_measured_host_plus_modeled_endpoint,carry_forward_contextual_device_boundary,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/20260425_fuller_phase4_datafig_redesign_freeze/fig11_device_context.csv
20260427_fuller_final_unreserved_datafig_rebuild,Apple M5 Pro GPU (MLX MPS) measured,GPU,jk6kGalaxyBook-Pro.local,Apple-MPS:Apple M5 Pro,Apple M5 Pro GPU (MLX MPS),Apple M5 Pro GPU (MLX MPS),23.537272354208955,0.0190340069142539,0.8087585784313726,42.485806551887016,contextual_comparison_not_benchmark_equivalence,measured,carried_forward_contextual_device_boundary,compatible_device_context,Apple M5 Pro CPU and Apple M5 Pro GPU (MLX MPS) are measured host rows; MTL-FULLER is a modeled accelerator endpoint; not benchmark-equivalence evidence.,20260427_fuller_final_unreserved_datafig_rebuild,20260425_fuller_phase4_datafig_redesign_freeze,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/20260425_fuller_phase4_datafig_redesign_freeze/fig11_device_context.csv,appendix_context_retained,contextual_measured_host_plus_modeled_endpoint,carry_forward_contextual_device_boundary,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/20260425_fuller_phase4_datafig_redesign_freeze/fig11_device_context.csv
20260427_fuller_final_unreserved_datafig_rebuild,MTL-FULLER modeled,HPAT,,MTL-FULLER accelerator,MTL-FULLER accelerator,MTL-FULLER accelerator,0.636649554,0.0311170933066962,48.876329389050674,1570.7228469997483,contextual_comparison_not_benchmark_equivalence,modeled,carried_forward_contextual_device_boundary,compatible_device_context,Apple M5 Pro CPU and Apple M5 Pro GPU (MLX MPS) are measured host rows; MTL-FULLER is a modeled accelerator endpoint; not benchmark-equivalence evidence.,20260427_fuller_final_unreserved_datafig_rebuild,20260425_fuller_phase4_datafig_redesign_freeze,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/20260425_fuller_phase4_datafig_redesign_freeze/fig11_device_context.csv,appendix_context_retained,contextual_measured_host_plus_modeled_endpoint,carry_forward_contextual_device_boundary,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/20260425_fuller_phase4_datafig_redesign_freeze/fig11_device_context.csv
