run_tag,lane,top1_mean,samples_per_hour_mean,speedup_vs_astra,claim_boundary,accuracy_preservation_ready,source_status,source_csv,final_run_tag,source_run_tag,source_quick_report_csv,original_source_status,evidence_basis,promotion_action
20260427_fuller_final_unreserved_datafig_rebuild,ASTRA,45.1815,8660.5,1.00,runtime_materialization_ready,false,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig7_runtime_accuracy_pareto.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,MESO,27.2096,98857.1,11.41,runtime_materialization_ready,false,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig7_runtime_accuracy_pareto.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,HOPS,27.1141,124338.2,14.36,runtime_materialization_ready,false,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig7_runtime_accuracy_pareto.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,DET,20.5533,107827.7,12.45,runtime_materialization_ready,false,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig7_runtime_accuracy_pareto.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,SPARSE,27.1985,124788.0,14.41,accuracy_preservation_claim_blocked,false,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig7_runtime_accuracy_pareto.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
20260427_fuller_final_unreserved_datafig_rebuild,FULLER,20.6459,104853.9,12.11,accuracy_preservation_claim_blocked,false,carried_forward_current_promoted,experiments/results/report_data/fuller_phase4_intake_summary_20260425.csv,20260427_fuller_final_unreserved_datafig_rebuild,public_redacted_path,archives/recovery/20260427/freeze_legacy/experiments/results/quick_reports/public_redacted_path/fig7_runtime_accuracy_pareto.csv,regenerated_current,current_basis_empirical,carry_forward_current_basis
