tag,roadmap_item,model,dataset,condition,condition_label,seed,top1_accuracy_pct,correct,total,elapsed_s,images_per_second,keep_ratio,degrade_ratio,prune_ratio,batch_size,device,git_hash,command,reference_mean_top1_pct,delta_top1_pp
20260514_r12_reinforcement,R12g_deit_tiny_accuracy,deit_tiny_patch16_224,imagenet-1k/validation,e0_dense,dense 8-bit reference,0,72.132,36066,50000,162.9,306.9,1.0,0.0,0.0,64,mps,d335c6f,make suds-tetc-deit-tiny-accuracy,72.132,0.0
20260514_r12_reinforcement,R12g_deit_tiny_accuracy,deit_tiny_patch16_224,imagenet-1k/validation,e0_dense,dense 8-bit reference,1,72.132,36066,50000,162.8,307.2,1.0,0.0,0.0,64,mps,d335c6f,make suds-tetc-deit-tiny-accuracy,72.132,0.0
20260514_r12_reinforcement,R12g_deit_tiny_accuracy,deit_tiny_patch16_224,imagenet-1k/validation,e0_dense,dense 8-bit reference,2,72.132,36066,50000,164.4,304.1,1.0,0.0,0.0,64,mps,d335c6f,make suds-tetc-deit-tiny-accuracy,72.132,0.0
20260514_r12_reinforcement,R12g_deit_tiny_accuracy,deit_tiny_patch16_224,imagenet-1k/validation,e2_l1,L1-norm column pruning (SUDS Pareto proxy),0,70.584,35292,50000,166.3,300.6,0.5,0.46924,0.03076,64,mps,d335c6f,make suds-tetc-deit-tiny-accuracy,72.132,-1.548
20260514_r12_reinforcement,R12g_deit_tiny_accuracy,deit_tiny_patch16_224,imagenet-1k/validation,e2_l1,L1-norm column pruning (SUDS Pareto proxy),1,70.746,35373,50000,165.6,302.0,0.5,0.46924,0.03076,64,mps,d335c6f,make suds-tetc-deit-tiny-accuracy,72.132,-1.386
20260514_r12_reinforcement,R12g_deit_tiny_accuracy,deit_tiny_patch16_224,imagenet-1k/validation,e2_l1,L1-norm column pruning (SUDS Pareto proxy),2,70.782,35391,50000,166.3,300.7,0.5,0.46924,0.03076,64,mps,d335c6f,make suds-tetc-deit-tiny-accuracy,72.132,-1.35
